Round,Accuracy
1,89.7
2,92.05
3,93.18166666666667
4,94.38333333333334
5,94.95166666666667
6,95.645
7,96.195
8,96.71
9,96.86666666666666
10,97.31
11,97.62666666666667
12,97.72166666666666
13,97.96666666666667
14,98.00333333333333
15,98.26666666666667
16,98.39166666666667
17,98.51833333333333
18,98.63333333333334
19,98.78166666666667
20,98.82
21,98.97166666666666
22,98.98333333333333
23,99.00666666666666
24,99.03166666666667
25,99.20333333333333
26,99.22333333333333
27,99.285
28,99.36833333333334
29,99.46333333333334
30,99.4
31,99.43333333333334
32,99.51666666666667
33,99.56166666666667
34,99.57
35,99.55666666666667
36,99.63333333333334
37,99.67
38,99.75333333333333
39,99.745
40,99.79833333333333
41,99.78833333333333
42,99.85166666666667
43,99.86166666666666
44,99.86166666666666
45,99.87666666666667
46,99.92666666666666
47,99.92
48,99.93166666666667
49,99.93333333333334
50,99.94166666666666
51,99.93666666666667
52,99.92
53,99.94666666666667
54,99.96833333333333
55,99.95666666666666
56,99.96166666666667
57,99.97666666666667
58,99.975
59,99.97833333333334
60,99.97333333333333
61,99.98166666666667
62,99.98666666666666
63,99.99
64,99.98666666666666
65,99.98666666666666
66,99.98833333333333
67,99.98666666666666
68,99.99166666666666
69,99.99333333333334
70,99.99
71,99.99
72,99.99
73,99.99166666666666
74,99.99666666666667
75,99.99166666666666
76,99.995
77,99.99333333333334
78,99.99833333333333
79,99.99666666666667
80,99.99666666666667
81,99.99666666666667
82,99.99833333333333
83,99.99833333333333
84,99.99833333333333
85,99.99666666666667
86,100.0
87,99.99833333333333
88,100.0
89,99.99833333333333
90,100.0
91,100.0
92,100.0
93,100.0
94,100.0
95,100.0
96,99.99833333333333
97,100.0
98,100.0
99,99.99833333333333
100,100.0
